order_date,customer,grand_total
15-Jul-13,Erin Smith,381
28-May-13,Lynn Smith,13
24-Dec-13,Logan Currie,859
15-Jul-13,Steven Ward,664
17-Jun-13,Jennifer Jackson,9
10-Sep-13,Daniel Byrd,15
29-Apr-13,Bill Overfelt,42
23-Aug-13,Craig Reiter,251
10-Dec-13,Ken Black,80
9-Mar-13,Giulietta Baptist,196
7-May-13,Gene McClure,42
29-Aug-13,Edward Becker,18
6-Sep-13,Marina Lichtenstein,116
6-May-13,Barry Franz,252
11-Nov-13,Debra Catini,42
31-Jul-13,Katherine Hughes,1046
15-Jan-13,William Brown,126
21-Jul-13,Pauline Johnson,90
30-Sep-13,Andy Reiter,27
22-Jan-13,Anthony Johnson,110
10-Nov-13,Philip Fox,480
20-May-13,Anna H?berlin,88
22-Oct-13,Dennis Pardue,4685
9-Apr-13,Jeremy Lonsdale,448
25-May-13,Dennis Pardue,17
19-Dec-13,Parhena Norris,564
28-Dec-13,Mitch Webber,40
13-Jun-13,Darrin Van Huff,15
29-May-13,Kimberly Carter,452
25-Apr-13,Jack Lebron,4
16-Mar-13,Fred Chung,1357
21-Feb-13,Matthew Clasen,512
2-Oct-13,Greg Matthias,331
7-May-13,Art Ferguson,29
26-May-13,Julia Barnett,1312
19-Apr-13,Roy Franz?sisch,233
13-Dec-13,Matthew Grinstein,732
6-Sep-13,Fred Wasserman,44
21-Oct-13,Muhammed Yedwab,387
27-Apr-13,Dennis Bolton,435
30-Dec-13,Michael Paige,41
8-Oct-13,Mick Crebagga,93
12-Nov-13,Lisa DeCherney,258
5-Dec-13,Ellis Ballard,213
19-Dec-13,Andy Yotov,67
13-Jun-13,Christy Brittain,146
2-Jul-13,Eugene Moren,1500
22-Nov-13,Chloris Kastensmidt,236
29-Jul-13,Khloe Miller,19
21-Jun-13,Catherine Glotzbach,538
1-Nov-13,Helen Wasserman,736
6-Nov-13,Christopher Schild,29
28-Sep-13,Shaun Weien,1002
23-Aug-13,Pauline Webber,6
24-Jun-13,Ruben Dartt,998
26-Sep-13,Katrina Edelman,65
25-Dec-13,Pauline Webber,198
24-Jun-13,Irene Maddox,616
30-Jun-13,Corey-Lock,192
6-Dec-13,Tony Chapman,34
16-Mar-13,Sanjit Jacobs,365
23-Jul-13,Kristina Nunn,86
4-Oct-13,Hunter Lopez,16
29-Oct-13,Emily Phan,38
15-Jan-13,Roy Collins,182
6-Sep-13,Brad Eason,108
19-Sep-13,Nona Balk,383
11-Nov-13,Aaron Bergman,564
17-Jun-13,James Lanier,91
15-May-13,Logan Haushalter,79
10-Dec-13,Fred McMath,126
16-May-13,Darren Powers,8
21-Jun-13,Roy Collins,410
20-Dec-13,Mark Haberlin,38
25-Sep-13,Benjamin Patterson,13
18-Oct-13,Neil Knudson,18
11-Jan-13,Mark Packer,55
22-Jul-13,Jason Gross,196
16-Oct-13,Quincy Jones,343
16-Dec-13,Michael Paige,1949
20-Sep-13,Theone Pippenger,255
13-Apr-13,Beth Paige,651
12-Jun-13,Sanjit Engle,459
5-Sep-13,Mick Brown,297
29-Oct-13,Jonathan Doherty,1264
2-Dec-13,Eva Jacobs,1517
21-Nov-13,Brendan Murry,28
24-May-13,Lisa DeCherney,37
22-Jul-13,Beth Paige,370
13-Sep-13,Ben Peterman,503
14-Dec-13,Rob Williams,1120
3-Dec-13,Alan Schoenberger,166
5-Nov-13,Roy Collins,11
27-Sep-13,Lisa Ryan,548
6-Nov-13,Evan Bailliet,12
12-Sep-13,Linda Cazamias,33
12-Dec-13,Deborah Brumfield,404
24-May-13,Christopher Conant,8539
6-Dec-13,Aleksandra Gannaway,82
2-Dec-13,Jonathan Doherty,2145
13-Aug-13,Becky Castell,146
29-Jul-13,Steve Carroll,130
27-Jun-13,Adam Hart,262
6-Nov-13,Logan Haushalter,344
1-Aug-13,Anna H?berlin,863
1-Nov-13,Jonathan Doherty,1085
11-Dec-13,Chris McAfee,699
2-Aug-13,Susan Gilcrest,20
29-Oct-13,Patrick Gardner,314
23-Feb-13,Alyssa Crouse,58
6-Sep-13,Gary Hansen,91
8-Nov-13,Denise Monton,120
2-Feb-13,Noel Staavos,74
22-Oct-13,Joel Eaton,154
3-Sep-13,Rob Lucas,1427
19-Apr-13,Cindy Schnelling,14
1-May-13,Ken Dana,112
23-Jul-13,Dionis Lloyd,6
28-Nov-13,Rob Williams,187
4-Oct-13,Emily Burns,599
6-Dec-13,Randy Ferguson,12
27-Nov-13,Cynthia Delaney,73
11-Nov-13,Paul Prost,900
7-Sep-13,Bruce Geld,11
6-May-13,Natalie DeCherney,79
19-Dec-13,Adrian Hane,610
29-Aug-13,Tom Prescott,180
21-Nov-13,Matt Connell,39
31-May-13,Robert Waldorf,3
12-Nov-13,Edward Becker,493
14-Oct-13,Lena Creighton,256
21-Sep-13,Helen Abelman,393
12-Sep-13,Kelly Collister,3355
5-Oct-13,Anna H?berlin,64
4-Mar-13,Chris Cortes,962
18-Jun-13,Fred McMath,41
27-Sep-13,Chuck Magee,125
19-Sep-13,Anne McFarland,1264
19-Dec-13,Henry Goldwyn,802
28-Aug-13,Ted Butterfield,550
21-May-13,Eugene Hildebrand,41
15-Dec-13,Michael Chen,133
14-Feb-13,Fred McMath,264
22-Nov-13,Roger Demir,142
12-Mar-13,Julie Prescott,558
11-Sep-13,Kean Thornton,1021
22-Jan-13,Marc Crier,13
15-Dec-13,David Smith,216
6-Dec-13,Harold Engle,128
22-Apr-13,Brian Thompson,67
28-Jan-13,Henry Goldwyn,40
22-Jul-13,Corey Catlett,2
16-Nov-13,Toby Gnade,1055
30-Oct-13,Katrina Willman,67
5-Nov-13,Thomas Thornton,193
3-May-13,Cindy Chapman,91
1-Nov-13,Sylvia Foulston,1404
23-May-13,Art Ferguson,1562
11-Dec-13,Delfina Latchford,443
19-Dec-13,Justin Deggeller,19
18-Dec-13,Adam Hart,217
11-Dec-13,Sanjit Jacobs,80
5-Jul-13,Anna Andreadi,1376
18-Oct-13,Frank Carlisle,2378
10-Jun-13,Toby Carlisle,696
13-Jun-13,Philisse Overcash,1321
26-Jul-13,Christy Brittain,1440
2-Feb-13,Adrian Barton,118
31-May-13,Nancy Lomonaco,39
27-Dec-13,Andrew Roberts,90
23-Apr-13,Paul Gonzalez,32
8-Nov-13,Claudia Bergmann,15
14-Nov-13,Philisse Overcash,20
31-Jan-13,Aimee Bixby,16
17-Aug-13,Anthony O'Donnell,161
27-Aug-13,Charles Crestani,6
22-Jan-13,Bradley Talbott,166
8-Aug-13,Dorothy Wardle,180
17-Jun-13,Bill Donatelli,46
26-Dec-13,Trudy Schmidt,870
3-May-13,Bryan Davis,86
16-Nov-13,Anna H?berlin,361
26-Sep-13,Aaron Smayling,478
15-Apr-13,Philip Brown,384
27-May-13,Stewart Visinsky,1119
6-Nov-13,Joseph Holt,53
18-Apr-13,Ben Ferrer,55
6-Sep-13,Don Miller,52
7-Sep-13,Elpida Rittenbach,78
27-May-13,Chris McAfee,27
16-Mar-13,Muhammed Yedwab,551
25-Apr-13,Craig Leslie,1344
3-Jul-13,George Bell,195
26-Jul-13,Becky Castell,37
13-Nov-13,Stephanie Phelps,23
16-Sep-13,Dean Braden,5
26-Jul-13,Katherine Murray,10
14-Nov-13,Adrian Shami,4
15-Nov-13,Ralph Ritter,7
10-Dec-13,Stephanie Phelps,274
6-Jun-13,Ken Brennan,61
9-Oct-13,Peter McVee,60
4-Dec-13,Roger Demir,545
5-Sep-13,Delfina Latchford,131
16-Sep-13,Adam Hart,842
2-Apr-13,Don Weiss,88
23-Dec-13,Emily Ducich,67
21-Jun-13,Bill Shonely,65
24-Sep-13,Russell Applegate,487
9-Apr-13,Patrick Gardner,18
12-Sep-13,Adam Shillingsburg,8
4-Feb-13,Maribeth Schnelling,90
17-Aug-13,Pete Kriz,11
24-Aug-13,Maxwell Schwartz,1600
1-Jun-13,Beth Paige,252
18-Nov-13,Maribeth Schnelling,11
21-Mar-13,Peter B?hler,12
19-Dec-13,Julie Kriz,900
7-Aug-13,Vivek Gonzalez,211
21-Aug-13,Dianna Wilson,15
13-Sep-13,Philisse Overcash,230
21-Dec-13,Alejandro Ballentine,34
22-Oct-13,Muhammed Yedwab,8
24-Oct-13,Alejandro Ballentine,17
6-Sep-13,Joseph Holt,112
22-Apr-13,Duane Noonan,8
27-Dec-13,Sally Hughsby,19
2-Sep-13,Patrick Gardner,744
23-Sep-13,Robert Dilbeck,17
15-Jan-13,Dean percer,312
28-Nov-13,Craig Carreira,272
9-Nov-13,Claire Gute,994
2-Jul-13,Jay Fein,86
13-Nov-13,Frank Hawley,383
8-Nov-13,Michelle Arnett,1603
27-Aug-13,Linda Cazamias,1185
27-Jun-13,Lela Donovan,5
16-May-13,Thomas Thornton,14
13-Sep-13,Steve Chapman,69
9-Jul-13,Zuschuss Donatelli,840
9-Jul-13,Thea Hudgings,13
21-Jun-13,Dave Poirier,44
30-Mar-13,Maria Etezadi,1702
28-Oct-13,Jeremy Ellison,40
22-Nov-13,Tiffany House,32
18-Oct-13,Nick Radford,437
31-May-13,Eugene Moren,1283
16-Jun-13,Lynn Smith,173
14-Apr-13,Susan Pistek,6
29-Apr-13,Erica Hernandez,29
11-Nov-13,Rose O'Brian,30
9-Sep-13,Pauline Johnson,146
12-Sep-13,Trudy Brown,225
15-Sep-13,Clay Ludtke,1111
4-Sep-13,Matt Hagelstein,31
10-Mar-13,Pamela Stobb,436
26-Oct-13,Jill Stevenson,784
25-Jan-13,Todd Boyes,27
19-Aug-13,Greg Guthrie,40
28-Jun-13,Katharine Harms,577
4-Dec-13,Neoma Murray,1762
30-Jan-13,Steven Cartwright,382
31-May-13,Brooke Gillingham,840
31-Oct-13,Edward Hooks,144
14-Oct-13,Helen Andreada,362
5-Mar-13,Michael Granlund,17
3-May-13,Dan Lawera,187
1-Feb-13,Suzanne McNair,106
23-May-13,Jim Epp,222
25-Sep-13,Ruben Dartt,128
24-May-13,Anne Pryor,5
17-Nov-13,Ruben Dartt,28
6-Sep-13,Jasper Cacioppo,10
10-Jun-13,Benjamin Farhat,693
16-Aug-13,Christopher Conant,225
23-Nov-13,Todd Boyes,73
11-Dec-13,Logan Haushalter,322
29-Jun-13,Becky Pak,476
1-May-13,John Lee,8
8-Apr-13,Erin Smith,38
14-Jun-13,Sample Company A,378
8-Oct-13,Cindy Chapman,11
9-Sep-13,Jill Matthias,100
27-Dec-13,Brenda Bowman,239
25-Sep-13,Laura Armstrong,84
18-Dec-13,Steve Carroll,47
15-Sep-13,Parhena Norris,26
17-Dec-13,Tanja Norvell,21
9-Jul-13,Chris Cortes,127
2-Sep-13,Dean Katz,71
14-Nov-13,Frank Merwin,44
22-Oct-13,Michael Kennedy,1179
18-Dec-13,Charles McCrossin,2004
19-Apr-13,Clay Rozendal,240
29-May-13,Edward Hooks,55
14-Aug-13,Erin Mull,22
15-Jun-13,Jim Sink,337
13-Aug-13,Chris McAfee,1400
2-Aug-13,Thomas Seio,1086
2-Oct-13,Chris Cortes,112
14-Aug-13,Theresa Swint,250
3-Aug-13,Barry Franz?sisch,483
30-Dec-13,Troy Blackwell,754
15-Oct-13,Nathan Cano,305
30-May-13,Raymond Buch,60
9-Jul-13,Scot Coram,911
1-Dec-13,Bruce Stewart,934
28-Oct-13,Bart Pistole,69
17-Jul-13,Alice McCarthy,57
17-Jul-13,Jonathan Doherty,199
20-Jul-13,Tracy Collins,426
20-May-13,Laurel Elliston,642
25-Dec-13,Jessica Myrick,800
27-May-13,Toby Braunhardt,83
6-Nov-13,Liz Willingham,1121
2-Dec-13,Shirley Jackson,840
20-Nov-13,Liz Thompson,18
19-Sep-13,Seth Vernon,107
15-Jul-13,Anemone Ratner,88
2-Oct-13,Brian DeCherney,195
11-Oct-13,Corey Catlett,228
27-Sep-13,Charles Sheldon,10
30-Dec-13,Ken Lonsdale,28
5-Jun-13,Ken Lonsdale,678
19-Jul-13,Katharine Harms,141
24-Dec-13,Carol Adams,2000
24-Dec-13,Matt Collister,25
24-Aug-13,Jennifer Patt,1091
31-Jan-13,Jason Klamczynski,23
4-Sep-13,Paul Knutson,1422
3-May-13,Edward Hooks,331
4-Jan-13,Ben Peterman,109
5-Nov-13,Cindy Chapman,686
9-Dec-13,Julia Barnett,11
5-Mar-13,Eleni McCrary,160
18-May-13,Arthur Gainer,253
31-May-13,Justin MacKendrick,124
30-Aug-13,Rick Bensley,162
19-Nov-13,Sean Braxton,104
20-Sep-13,Clytie Kelty,70
23-Sep-13,Anna Chung,36
11-Nov-13,Arianne Irving,1467
6-Sep-13,Dean Braden,1025
7-Jan-13,Neoma Murray,49
14-Mar-13,Tamara Willingham,361
2-Feb-13,Sanjit Engle,8805
7-Aug-13,Anna H?berlin,71
25-Oct-13,Jennifer Patt,16
24-Sep-13,Dave Poirier,198
11-Mar-13,Karen Ferguson,4174
4-Nov-13,Natalie Webber,184
5-Apr-13,Maria Etezadi,178
2-Nov-13,Katherine Murray,274
18-Jun-13,Ivan Gibson,112
14-Mar-13,Liz Thompson,629
28-Nov-13,Pamela Coakley,32
23-May-13,Jeremy Farry,15
6-Apr-13,Gary Mitchum,158
18-Sep-13,Sanjit Jacobs,219
4-Sep-13,Carlos Soltero,9
10-May-13,Thea Hendricks,28
31-Jan-13,Ben Ferrer,1396
30-Aug-13,George Bell,420
8-Jul-13,Barry Franz?sisch,340
10-Dec-13,Emily Burns,41
9-Dec-13,Arthur Gainer,1086
24-Nov-13,Luke Schmidt,101
4-Nov-13,Patrick Jones,9
21-Oct-13,Joy Smith,339
27-Jun-13,Phillip Flathmann,136
30-Nov-13,Daniel Raglin,242
2-Jan-13,Brendan Murry,406
16-Sep-13,Angele Hood,35
31-Dec-13,Evan Henry,72
6-May-13,Darrin Martin,305
26-Nov-13,Barry Pond,883
27-Aug-13,Stuart Van,31
7-Jun-13,Maria Etezadi,3528
12-Dec-13,Anthony Rawles,633
6-Sep-13,Toby Ritter,278
22-Jul-13,Damala Kotsonis,423
4-Dec-13,Gary McGarr,773
29-Jun-13,Chris Selesnick,41
10-May-13,Paul Stevenson,8
30-Aug-13,Adam Bellavance,28
27-Mar-13,Mark Van Huff,35
6-Dec-13,Irene Maddox,408
2-Apr-13,Thomas Boland,46
11-May-13,Roger Demir,12
7-Feb-13,Bobby Elias,30
8-Nov-13,Eudokia Martin,90
19-Jul-13,Jennifer Patt,34
22-Oct-13,Carlos Soltero,615
30-Sep-13,Chad Cunningham,41
29-Apr-13,Nona Balk,385
6-Apr-13,Justin Hirsh,888
28-Jun-13,Anna Chung,202
15-Mar-13,John Stevenson,392
19-Jul-13,Nora Paige,56
24-Apr-13,Grace Kelly,352
17-Sep-13,Corey Roper,122
12-Dec-13,Noel Staavos,1253
4-Apr-13,Steven Roelle,10
5-Nov-13,Elpida Rittenbach,1107
28-Nov-13,Victoria Brennan,167
11-Nov-13,Ben Ferrer,10
1-Jul-13,Philip Fox,1303
6-Sep-13,Maribeth Dona,103
7-Dec-13,Dave Poirier,1671
24-Jul-13,Neil Franz?sisch,11
8-Oct-13,Tim Brockman,27
28-Dec-13,Meg Tillman,34
12-May-13,Ted Trevino,6
21-Mar-13,Aaron Hawkins,86
29-Mar-13,Aaron Smayling,31
25-Jul-13,Darren Budd,254
8-Feb-13,Mark Haberlin,242
22-Mar-13,Dario Medina,101
29-Nov-13,Randy Ferguson,2674
27-Aug-13,Xylona Preis,187
28-Sep-13,Brian Moss,3
8-Oct-13,Arthur Wiediger,5
5-Nov-13,Tracy Poddar,1465
11-Nov-13,Chuck Clark,46
4-May-13,Christy Brittain,56
25-Nov-13,Amy Cox,1220
13-Apr-13,Jason Fortune-,250
6-Dec-13,Mike Pelletier,4
5-Nov-13,Alejandro Savely,210
20-Jul-13,Joy Smith,1111
3-Dec-13,Deborah Brumfield,2782
10-Jan-13,Joy Bell-,25
31-Dec-13,Carl Jackson,17
18-Oct-13,Michael Granlund,121
4-Sep-13,Jennifer Jackson,55
13-Jun-13,Craig Reiter,23
18-Sep-13,Laura Armstrong,547
12-Sep-13,Nick Zandusky,60
11-Sep-13,Catherine Glotzbach,68
13-Nov-13,Dianna Wilson,878
30-Jan-13,Jeremy Farry,17
6-Sep-13,Stephanie Ulpright,9
20-Nov-13,Doug Jacobs,148
30-Jul-13,Ritsa Hightower,732
5-Mar-13,Rick Duston,128
9-May-13,George Bell,212
15-Apr-13,Tom Boeckenhauer,81
3-Dec-13,Muhammed Yedwab,813
2-May-13,Herbert Flentye,377
4-Jun-13,Christine Phan,71
8-Nov-13,Penelope Sewall,13
11-Jul-13,Erin Ashbrook,342
11-Feb-13,Phillip Breyer,70
25-Feb-13,Bruce Degenhardt,47
23-Oct-13,Peter McVee,31
6-Jun-13,Janet Lee,386
6-Mar-13,Rob Williams,162
24-Jul-13,Jennifer Braxton,324
12-Dec-13,William Brown,1938
26-Nov-13,Heather Jas,5
24-Oct-13,Heather Kirkland,71
25-Nov-13,Clay Rozendal,25
16-May-13,Michael Nguyen,15
27-Sep-13,Dorothy Wardle,13
5-Nov-13,Maureen Fritzler,50
5-Jun-13,Edward Nazzal,1563
11-Sep-13,Bryan Davis,143
31-Aug-13,Bruce Geld,387
16-Aug-13,Craig Yedwab,75
19-Nov-13,Tracy Collins,129
25-Jun-13,Dave Hallsten,9
25-Oct-13,Sonia Sunley,200
17-Apr-13,Pete Kriz,158
22-Oct-13,Jill Fjeld,106
31-May-13,Edward Becker,139
3-Sep-13,Toby Gnade,1000
5-Nov-13,Lisa Hazard,38
20-Feb-13,Alan Hwang,16
15-Nov-13,Darren Powers,38
15-Apr-13,Jill Matthias,25
23-Sep-13,Nora Pelletier,64
2-Apr-13,Raymond Buch,561
21-Sep-13,Heather Jas,164
15-Jan-13,Bill Eplett,82
5-Apr-13,Evan Henry,589
16-Aug-13,Bill Donatelli,533
31-Oct-13,Jason Fortune-,12
13-May-13,Jill Matthias,55
23-Dec-13,Sue Ann Reed,66
30-Mar-13,Janet Martin,499
13-Aug-13,Lena Cacioppo,6
29-Apr-13,Rob Beeghly,30
4-Apr-13,Zuschuss Donatelli,331
4-Mar-13,Craig Carreira,135
22-Aug-13,Rachel Payne,33
30-Jan-13,David Flashing,2068
25-Jan-13,Jonathan Doherty,832
25-Apr-13,Cathy Armstrong,259
20-Sep-13,Rick Huthwaite,2545
22-Jun-13,Ken Brennan,1
21-Dec-13,Stuart Calhoun,66
4-Jul-13,Dean Katz,707
20-Sep-13,Frank Hawley,9
30-May-13,Rob Lucas,1003
5-Sep-13,Roy Phan,535
8-Nov-13,Marina Lichtenstein,480
1-Jun-13,Neoma Murray,187
4-Nov-13,Arthur Prichep,904
21-Oct-13,Andrew Gjertsen,19
16-Feb-13,Erin Ashbrook,167
9-Aug-13,Corinna Mitchell,23
9-Mar-13,Zuschuss Carroll,1466
10-May-13,Sonia Sunley,94
21-Jun-13,Lena Hernandez,67
15-Jul-13,Richard Eichhorn,30
22-Oct-13,Giulietta Weimer,112
11-Mar-13,Rick Huthwaite,3384
26-Dec-13,Joe Elijah,2563
13-Dec-13,Noel Staavos,107
26-Nov-13,Brenda Bowman,1746
23-Oct-13,MaryBeth Skach,117
12-Jun-13,Mary Zewe,22
20-May-13,Bradley Nguyen,821
27-Sep-13,Steve Nguyen,367
5-Sep-13,Ivan Liston,66
7-Nov-14,Zuschuss Carroll,30
29-May-14,Michael Dominguez,153
27-Nov-14,Michael Nguyen,1115
21-Sep-14,Seth Vernon,7360
8-Sep-14,Cassandra Brandow,50
1-Jan-14,Brian DeCherney,302
6-Jul-14,Linda Southworth,396
12-Dec-14,Allen Armold,150
16-Oct-14,Stuart Van,12
30-Sep-14,Ann Steele,372
8-Sep-14,Nicole Fjeld,73
22-Oct-14,Susan Pistek,24
25-Jun-14,Nicole Hansen,421
23-Dec-14,Sharelle Roach,142
5-Jun-14,Dan Campbell,12
12-Aug-14,Sanjit Jacobs,26
1-Apr-14,Chad McGuire,782
14-Aug-14,Michael Kennedy,36
17-Nov-14,Jay Kimmel,49
21-Apr-14,Sarah Jordon,347
4-Nov-14,Dave Kipp,1031
27-Jun-14,Denny Ordway,273
30-Jun-14,Dean Katz,1296
14-May-14,Ross Baird,58
5-Sep-14,Julie Kriz,30
22-Nov-14,Cindy Chapman,48
10-Sep-14,Keith Dawkins,100
18-Nov-14,Clytie Kelty,699
10-Jun-14,Noah Childs,721
30-Aug-14,Rick Wilson,148
20-Nov-14,Adrian Barton,844
22-Jun-14,Alan Shonely,59
26-Mar-14,Duane Benoit,7
5-Sep-14,Katrina Bavinger,56
26-Aug-14,Don Weiss,13
28-Nov-14,Lindsay Williams,411
28-Aug-14,Shui Tom,14
3-Oct-14,Frank Gastineau,94
29-Dec-14,Jason Gross,341
21-Jun-14,Toby Ritter,250
30-Jul-14,Anna Gayman,61
29-Sep-14,Bruce Degenhardt,9
23-Oct-14,David Wiener,177
25-Mar-14,Ann Chong,13
26-Nov-14,Tracy Zic,5
24-Apr-14,Sean O'Donnell,30
20-Aug-14,Sonia Cooley,2
4-Oct-14,Aaron Smayling,171
12-Dec-14,Mike Vittorini,63
2-Dec-14,Sally Hughsby,628
25-Nov-14,Greg Tran,11
1-Mar-14,Duane Benoit,18
19-Dec-14,Emily Phan,52
14-Jul-14,Rick Reed,374
21-Dec-14,David Kendrick,364
2-May-14,Caroline Jumper,3741
3-Sep-14,Luke Weiss,12
1-Dec-14,Stuart Calhoun,2
24-Sep-14,Doug O'Connell,213
14-Jun-14,Shirley Daniels,683
3-Dec-14,Brenda Bowman,1379
10-Dec-14,Alyssa Tate,1096
16-May-14,Joseph Airdo,50
28-Nov-14,Brian Moss,191
12-Jun-14,Kristina Nunn,4
5-Nov-14,Christina Anderson,248
10-Dec-14,Luke Weiss,55
27-Oct-14,Benjamin Farhat,56
6-Sep-14,Liz Preis,177
5-Sep-14,Greg Maxwell,1322
1-Apr-14,Denny Ordway,85
8-May-14,Carlos Soltero,420
10-Mar-14,Lindsay Williams,200
6-Nov-14,Christina DeMoss,796
1-Jul-14,Victor Preis,76
23-Sep-14,Michael Granlund,67
20-Sep-14,Dave Poirier,190
4-Nov-14,Patrick Jones,26
21-Oct-14,Pete Takahito,60
24-Nov-14,Tamara Dahlen,24
14-Oct-14,Michelle Huthwaite,1542
28-Nov-14,Resi P?lking,114
22-Nov-14,Barry Franz,740
4-Dec-14,Mark Van Huff,14
18-Dec-14,Annie Thurman,316
22-Jul-14,Kelly Lampkin,97
21-Nov-14,Erica Smith,210
24-Jul-14,Lisa Ryan,41
24-Sep-14,Maya Herman,9
13-Sep-14,Jessica Myrick,8
25-Nov-14,Jason Gross,14
8-Sep-14,Robert Dilbeck,1578
2-Dec-14,Max Ludwig,630
8-Oct-14,Debra Catini,308
24-Apr-14,Tamara Dahlen,55
30-Aug-14,Michael Dominguez,9
6-Dec-14,Quincy Jones,205
9-Mar-14,Alan Hwang,175
3-Dec-14,Roy Phan,12
2-Nov-14,Sandra Flanagan,231
31-Jan-14,Benjamin Venier,340
14-May-14,Frank Hawley,21
17-Dec-14,Ross DeVincentis,33
6-Jul-14,Damala Kotsonis,80
13-May-14,Chloris Kastensmidt,88
25-Jan-14,Keith Dawkins,413
11-Nov-14,Frank Hawley,1362
24-Feb-14,Clytie Kelty,37
22-Jul-14,Anne McFarland,952
30-May-14,Guy Thornton,79
14-Feb-14,Fred Harton,914
21-Oct-14,Rick Bensley,25
14-Jun-14,Tamara Willingham,291
19-Nov-14,Jim Sink,553
3-Mar-14,Dorothy Badders,627
14-Feb-14,Jennifer Patt,18
19-Nov-14,Dave Kipp,75
23-Dec-14,Alex Grayson,108
8-Jul-14,Christine Sundaresam,17
25-Jun-14,Maria Bertelson,22
22-Nov-14,Patrick Jones,52
5-Nov-14,Sam Zeldin,24
26-Mar-14,John Lee,11
17-Jun-14,Troy Staebel,1232
6-Dec-14,Suzanne McNair,335
21-Aug-14,Kean Thornton,26
1-Dec-14,Victor Preis,899
20-Mar-14,Natalie DeCherney,977
21-Feb-14,Bart Pistole,9
21-Dec-14,Dean Katz,13
9-Oct-14,Chris Selesnick,420
25-Nov-14,Brooke Gillingham,33
26-Dec-14,Jennifer Halladay,141
18-Sep-14,Sanjit Jacobs,1750
21-Feb-14,Helen Wasserman,238
23-Jun-14,Rick Bensley,488
14-Mar-14,Sanjit Engle,1332
19-Dec-14,Duane Benoit,19
3-Oct-14,Paul Van Hugh,1687
15-Aug-14,Janet Martin,418
6-May-14,Lisa Hazard,121
16-Oct-14,Frank Gastineau,88
13-Jul-14,Cari Schnelling,4
24-Oct-14,Randy Bradley,338
11-Jun-14,Sean Christensen,133
19-Sep-14,Sally Hughsby,163
3-Apr-14,Alyssa Tate,11
20-Oct-14,Christina Anderson,330
13-Aug-14,Rick Hansen,21
7-Nov-14,Christopher Conant,1
4-Jul-14,Tony Sayre,102
22-Dec-14,Liz Preis,375
8-Jul-14,Annie Thurman,6
2-Jun-14,Fred Harton,190
21-Jun-14,Shui Tom,36
14-Mar-14,Benjamin Farhat,780
15-Nov-14,Frank Olsen,9
18-Dec-14,Hallie Redmond,12
28-Nov-14,Bill Donatelli,136
27-Jun-14,Scott Cohen,913
11-Jun-14,Neil Ducich,1348
7-Nov-14,Adam Bellavance,2595
28-Jul-14,Joni Wasserman,195
8-Sep-14,Allen Goldenen,20
7-Apr-14,Max Ludwig,106
6-Sep-14,Christopher Schild,3
1-Dec-14,Maria Zettner,26
1-Sep-14,Arthur Wiediger,696
18-Dec-14,Vicky Freymann,28
22-Dec-14,Pete Kriz,24
2-Jan-14,Guy Armstrong,49
6-Feb-14,Fred Chung,2012
6-May-14,Arianne Irving,7
15-Dec-14,Dave Brooks,457
14-Mar-14,Joy Bell-,174
7-Nov-14,Valerie Mitchum,46
20-Oct-14,Matt Abelman,29
11-Dec-14,Alex Grayson,109
9-May-14,Ed Braxton,41
19-Nov-14,Nona Balk,143
24-Nov-14,Frank Hawley,7
27-May-14,Carlos Daly,13
22-Nov-14,Scott Williamson,27
2-Sep-14,Sung Shariari,43
3-Jul-14,Adrian Hane,169
14-Dec-14,Mitch Webber,31
13-Jan-14,Linda Southworth,10
30-Nov-14,Ted Trevino,492
17-Apr-14,Joel Eaton,309
17-Nov-14,Eileen Kiefer,23
16-Nov-14,Dana Kaydos,559
19-Dec-14,Alex Grayson,13
11-Dec-14,Lindsay Shagiari,35
1-May-14,Saphhira Shifley,26
10-Dec-14,Laurel Elliston,445
13-Jun-14,Sarah Bern,955
22-Mar-14,Steven Cartwright,745
24-Apr-14,Sally Knutson,245
9-Jul-14,Jenna Caffey,1058
8-Oct-14,Mike Gockenbach,1325
13-Sep-14,Don Jones,91
26-Dec-14,Patrick O'Donnell,32
28-Jul-14,Tony Molinari,559
9-Dec-14,Denise Monton,244
25-Sep-14,Kelly Collister,103
15-Sep-14,Henia Zydlo,20
18-Feb-14,Christine Kargatis,1449
7-Oct-14,Muhammed MacIntyre,41
5-Dec-14,Lena Radford,649
5-Apr-14,Penelope Sewall,17
1-Jul-14,John Castell,436
22-Dec-14,Brian Derr,71
3-Dec-14,Alice McCarthy,179
10-Dec-14,Angele Hood,16
23-Jul-14,Fred Hopkins,30
5-Sep-14,Maribeth Dona,50
17-Jul-14,Valerie Mitchum,3
17-Apr-14,Paul Lucas,17
10-Dec-14,Dean Braden,188
2-May-14,Arthur Gainer,319
2-May-14,Sanjit Jacobs,49
28-Oct-14,Nona Balk,69
28-Oct-14,Matt Abelman,34
3-Sep-14,Phillip Flathmann,7
4-Nov-14,Darrin Martin,12
22-Nov-14,Chloris Kastensmidt,1243
5-Mar-14,Sung Pak,25
24-Dec-14,Julia Barnett,27
8-Aug-14,Chloris Kastensmidt,238
12-Nov-14,Guy Armstrong,152
8-Mar-14,Shahid Hopkins,118
11-Sep-14,Robert Waldorf,809
